材料号,合同号,入口厚度,入厚上跳,入厚下跳,入口宽度,宽反值3(a3),宽跳上限(a4),退火温度,温度上跳,温度下跳,退火曲线,分区,物料标签,宽反标记,分类代码,销售品种代码,合同属性(IPS),适配辊,对应辊,宽反值1(a1),宽反值2(a2),入口重量,物料属性,分选度,出钢记号,出口厚度,出口宽度,切边,分卷数,下道机组,均温最小,均温最大,周,交货期,距DL天数,计划量,欠量,表面结构,粗糙度,粗糙度最小值,粗糙度最大值,订货重量上限,订货重量下限,订货重,平整率,涂油种类,涂油量,牌号（钢级）,包装方式代码,入口内径,用户,中文用途,钢级代码,产线族,材料组别,补充号,集批代码,后处理,返修类型,返修机组,新试号,工序特殊要求,合同加工途径,产品最终用途码,紧急标记,紧急合同标记,厂别区分,库号,超投比例标记,材料强度等级,BACKLOG工序位,制造命令号,上工序生产时刻,出口重量,入口外径,入口材料类型,出口外径,出口长度,出口材料重范围标记,计划确定标记,结束生产时刻,计划工序代码,入口长度,入口材料号校验,全程工序途径码,全程工序代码,全程工序顺序号,计划分类,返修标记,牌号标准,后全程工序代码,后全程工序顺序号,成品工序标记,计划生产时间,开始生产时刻,合同拖期标记,预计划路径,关联计划号,前材料号,BACKLOG工序值,产品规范码,材料回退标记,镀层种类,上表面镀层重量,下表面镀层重量,平整方式,保护气体种类代码,订货宽度,优化标记,出口卷号,运输方式代码,粗糙度代码,终到站港代码,终到站港描述,委托控货标志,留料标志,高优先级标记,已排程标记,入口材料号,合同性质代码
21131500700 ,M1E0004735,1.504,2.004,1.104,1254,250,300,790,811,769,U79, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,4,4,27.07,999,3,AP1055E5,1.5,1250,0,0,D208,0,0,Y,20211031,15,0,130,5,1,0.1,2,16,7,16,1.4, ,1,DC51D+Z,x6,610,上海佰顿新材料科技有限公司,普通白色家电内板加工,MI27CMCQC09,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00, , ,,Z04,,,9,21158181,2.0211E+13,16,1963,1,0,0,,,,,1838,,14ADDAHBIR9A9B9C9D,IR,5,,0,Q/BQB 420,9A,6,0,,,,,,,,MDAA01B102,,1,60,60,,,1250,,,水路运输,,20094026,东海船厂码头,A,0,0,0,,QZA
21131913400 ,M1E0004736,1.988,2.488,1.488,1503,250,300,790,811,769,U79, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,4,4,31.11,999,3,AP0941D1,2,1499,0,0,D208,0,0,Y,20211031,15,0,100,5,1,0.1,2,16,7,16,1.4, ,1,DC51D+Z,x6,610,上海佰顿新材料科技有限公司,普通白色家电内板加工,MI27CMCQC09,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00, , ,,Z02,,,9,21158743,2.0211E+13,16,1924,1,0,0,,,,,1334,,14ADDAHBIR9A9B9C9D,IR,5,,0,Q/BQB 420,9A,6,0,,,,,,,,MDAA01G101,,1,140,140,,,1499,,,水路运输,,20094026,东海船厂码头,A,0,0,0,,QZA
21131749510 ,M1EC010471,0.644,0.844,0.444,1132,250,300,800,811,789,UZ0, ,,Y,8,MC,GI-内板,2,,12,250,20.19,999,3,IU3840E1,0.65,1120,1,0,D208,0,0,Y,20210930,-16,0,47.1,5,1,0.6,1.9,15,8,15,1.3, ,3,HX220YD+Z,n1,610,上汽大众汽车有限公司,轿车结构件及其它内板,MI35IFDQC00,,BE0,0,999,0, , , ,,D00A000BR00000000,MA50,1, ,,Z03,,,9,21156426,2.0211E+13,15,1807,1,0,0,,,,,3528,,14ADDAHBIR9A9B9C9D,IR,5,,0,EN 10292,9A,6,0,,,,,,,,MDZF05AR00H,,1,50,50,,,1120,,,水路运输,,20094026,东海船厂码头, ,0,0,0,,QZA
21131499100 ,M1E0004770,2.311,2.811,1.811,1254,250,300,790,811,769,U79, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,4,4,20.52,999,3,AP1055E5,2.29,1250,0,0,D208,0,0,Y,20211031,15,0,65,5,1,0.1,2,16,7,16,1.4, ,1,DC51D+Z,x6,610,上海立怀消防设备有限公司,普通白色家电内板加工,MI27CMCQC09,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00,1, ,,Z05,,,9,21158154,2.0211E+13,16,1737,1,0,0,,,,,914,,14ADDAHBIR9A9B9C9D,IR,5,,0,Q/BQB 420,9A,6,0,,,,,,,,MDAA01J104,,1,40,40,,,1250,,,水路运输,,20094026,东海船厂码头, ,0,0,0,,QZA
21131499200 ,M1E0004770,2.311,2.811,1.811,1254,250,300,790,811,769,U79, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,4,4,27.63,999,3,AP1055E5,2.29,1250,0,0,D208,0,0,Y,20211031,15,0,65,5,1,0.1,2,16,7,16,1.4, ,1,DC51D+Z,x6,610,上海立怀消防设备有限公司,普通白色家电内板加工,MI27CMCQC09,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00,1, ,,Z05,,,9,21158019,2.0211E+13,16,1981,1,0,0,,,,,1226,,14ADDAHBIR9A9B9C9D,IR,5,,0,Q/BQB 420,9A,6,0,,,,,,,,MDAA01J104,,1,40,40,,,1250,,,水路运输,,20094026,东海船厂码头, ,0,0,0,,QZA
21131499300 ,M1E0004770,2.311,2.811,1.811,1254,250,300,790,811,769,U79, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,4,4,27.65,999,3,AP1055E5,2.29,1250,0,0,D208,0,0,Y,20211031,15,0,65,5,1,0.1,2,16,7,16,1.4, ,1,DC51D+Z,x6,610,上海立怀消防设备有限公司,普通白色家电内板加工,MI27CMCQC09,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00,1, ,,Z04,,,9,21158019,2.0211E+13,16,1981,1,0,0,,,,,1227,,14ADDAHBIR9A9B9C9D,IR,5,,0,Q/BQB 420,9A,6,0,,,,,,,,MDAA01J104,,1,40,40,,,1250,,,水路运输,,20094026,东海船厂码头, ,0,0,0,,QZA
21131500800 ,M1E0004735,1.504,2.004,1.104,1254,250,300,790,811,769,U79, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,4,4,27.23,999,3,AP1055E5,1.5,1250,0,0,D208,0,0,Y,20211031,15,0,130,5,1,0.1,2,16,7,16,1.4, ,1,DC51D+Z,x6,610,上海佰顿新材料科技有限公司,普通白色家电内板加工,MI27CMCQC09,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00, , ,,Z05,,,9,21158181,2.0211E+13,16,1969,1,0,0,,,,,1850,,14ADDAHBIR9A9B9C9D,IR,5,,0,Q/BQB 420,9A,6,0,,,,,,,,MDAA01B102,,1,60,60,,,1250,,,水路运输,,20094026,东海船厂码头,A,0,0,0,,QZA
21131814500 ,M1E0004797,1.177,1.477,0.877,1273,250,300,790,811,769,U79, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,3,3,25.22,999,3,AP1055E5,1.2,1270,0,0,D208,0,0,Y,20211031,15,0,49.999,5,1,0.1,2,16,7,16,1.4, ,1,DC51D+Z,x6,610,上海立怀消防设备有限公司,白色家电外板加工_表面要求,MI27CMCQC09,,BE0,0,999,11, , , ,,D00B000BR00000000,MK05,1, ,,Z02,,,9,21158293,2.0211E+13,16,1895,1,0,0,,,,,2167,,14ADDBHBIR9A9B9C9D,IR,5,,0,Q/BQB 420,9A,6,0,,,,,,,,MDAA01G101,,1,140,140,,,1270,,,水路运输,,20094026,东海船厂码头, ,0,0,0,,QZA
21131211500 ,M1EC010437,0.698,0.898,0.498,1061,250,300,810,821,799,UZ1, ,,Y,8,MC,GI-内板,2,,16,250,23.49,999,3,AT3481D1,0.7,1045,1,0,D208,0,0,Y,20210930,-16,0,5.49,5,1.1,0.6,1.6,15,8,15,1.3, ,3,CR300LA,n1,610,上汽大众汽车有限公司,轿车结构件及其它内板,MI38LACQC02,,BE0,0,999,0, , , ,,D00A000BR00000000,MA50, , ,,Z05,,,9,21155603,2.0211E+13,15,1981,1,0,0,,,,,4044,,14ADDAHBIR9A9B9C9D,IR,5,,0,VW50065,9A,6,0,,,,,,,,MDIM11JR04H,,1,40,40,,,1045,,,水路运输,,20094026,东海船厂码头, ,0,0,0,,QZA
21131928800 ,M1EC010463,0.697,0.897,0.497,1537,250,300,820,831,809,UZ2, ,,Y,8,MC,GI-内板,2,,17,250,28.2,999,3,AT3484D1,0.7,1520,1,0,D208,0,0,Y,20210930,-16,0,26.49,5,1.1,0.6,1.6,15,8,15,1.5, ,3,HX260LAD+Z,n1,610,上汽大众汽车有限公司,轿车结构件及其它内板,MI35LACQC00,,BE0,0,999,0, , , ,,D00A000BR00000000,MA50, , ,,Z02,,,9,21158389,2.0211E+13,15,1831,1,0,0,,,,,3373,,14ADDAHBIR9A9B9C9D,IR,5,,0,EN 10292,9A,6,0,,,,,,,,MDZF17AR00H,,1,50,50,,,1520,,,水路运输,,20094026,东海船厂码头, ,0,0,0,,QZA
21131781300 ,M1EC010471,0.644,0.844,0.444,1132,250,300,800,811,789,UZ0, ,,Y,8,MC,GI-内板,2,,12,250,22.84,999,3,IU3840E1,0.65,1120,1,0,D208,0,0,Y,20210930,-16,0,47.1,5,1,0.6,1.9,15,8,15,1.3, ,3,HX220YD+Z,n1,610,上汽大众汽车有限公司,轿车结构件及其它内板,MI35IFDQC00,,BE0,0,999,0, , , ,,D00A000BR00000000,MA50,1, ,,Z05,,,9,21158237,2.0211E+13,15,1909,1,0,0,,,,,4007,,14ADDAHBIR9A9B9C9D,IR,5,,0,EN 10292,9A,6,0,,,,,,,,MDZF05AR00H,,1,50,50,,,1120,,,水路运输,,20094026,东海船厂码头, ,0,0,0,,QZA
21131190000 ,M1EC011292,1.495,1.895,1.095,1256,250,300,790,801,779,UZ9, ,,Y,8,MC,GI-内板,2.5/3.0,,16,250,26.66,999,3,DU6220A1,1.5,1240,1,0,D208,0,0,Y,20211025,-1,0,51.53,5,1.15,0.7,1.6,16,10,16,0.6, ,3,CR330Y590T-DP,n1,610,宁波泰鸿冲压件有限公司,轿车结构件及其它内板,MI60DPDQC01,,BE0,0,999,0, , , ,,D00A000BR00000000,MA50,3, ,,Z05,,,9,21155496,2.0211E+13,16,1949,1,0,0,,,,,1807,,14ADDAHBIR9A9B9C9D,IR,5,,0,VDA 239,9A,6,0,,,,,,,,MDIG32AR02H,,1,50,50,,,1240,,,水路运输,,31500014,宁波永港物流有限公司码头, ,0,0,0,,QZA
21131814600 ,M1E0004797,1.177,1.477,0.877,1273,250,300,790,811,769,U79, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,3,3,21.48,999,3,AP1055E5,1.2,1270,0,0,D208,0,0,Y,20211031,15,0,49.999,5,1,0.1,2,16,7,16,1.4, ,1,DC51D+Z,x6,610,上海立怀消防设备有限公司,白色家电外板加工_表面要求,MI27CMCQC09,,BE0,0,999,11, , , ,,D00B000BR00000000,MK05,1, ,,Z02,,,9,21158299,2.0211E+13,16,1760,1,0,0,,,,,1843,,14ADDBHBIR9A9B9C9D,IR,5,,0,Q/BQB 420,9A,6,0,,,,,,,,MDAA01G101,,1,140,140,,,1270,,,水路运输,,20094026,东海船厂码头, ,0,0,0,,QZA
21131858300 ,M1EC011292,1.495,1.895,1.095,1256,250,300,790,801,779,UZ9, ,,Y,8,MC,GI-内板,2.5/3.0,,16,250,19.77,999,3,DU6220A1,1.5,1240,1,0,D208,0,0,Y,20211025,-1,0,51.53,5,1.15,0.7,1.6,16,10,16,0.6, ,3,CR330Y590T-DP,n1,610,宁波泰鸿冲压件有限公司,轿车结构件及其它内板,MI60DPDQC01,,BE0,0,999,0, , , ,,D00A000BR00000000,MA50,3, ,,Z05,,,9,21158188,2.0211E+13,16,1699,1,0,0,,,,,1339,,14ADDAHBIR9A9B9C9D,IR,5,,0,VDA 239,9A,6,0,,,,,,,,MDIG32AR02H,,1,50,50,,,1240,,,水路运输,,31500014,宁波永港物流有限公司码头, ,0,0,0,,QZA
21131868300 ,M1F0001328,1.461,1.861,1.061,1254,250,300,800,821,779,U80, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,4,4,25.47,999,3,AP0540D1,1.455,1250,0,0,D208,0,0,Y,20211031,15,0,101.63,5,1,0.1,2,11,7,11,1.6, ,1,DC51D+Z,1n,610,青岛海尔零部件采购有限公司,普通白色家电内板加工,MI27CMDQC07,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00, , ,,Z02,,,9,21158475,2.0211E+13,11,1914,1,0,0,,,,,1777,,14ADDAHBIR9A9B9C9D,IR,5,,0,BXYM2017-034,9A,6,0,,,,,,,,MDY7Y2B034,,1,60,60,,,1250,,,水路运输,,51140004,番禺南沙货运码头, ,0,0,0,,QSA
21131749900 ,M1EC011891,1.506,2.006,1.106,1441,250,300,770,781,759,UZ7, ,,Y,1,MC,GI-内板,2.0/2.5,,16,250,28.39,999,3,AT3441D1,1.5,1425,1,0,D208,0,0,Y,20211031,15,0,56.47,5,1.1,0.6,1.6,15,8,15,1.1, ,3,CR380LA,n1,610,上汽大众汽车有限公司,轿车结构件及其它内板,MI45LACQC02,,BE0,0,999,0, , , ,,D00A000BR00000000,MA50, , ,,Z04,,,9,21158145,2.0211E+13,15,1881,1,0,0,,,,,1668,,14ADDAHBIR9A9B9C9D,IR,5,,0,VW50065,9A,6,0,,,,,,,,MDIM13JR03H,,1,40,40,,,1425,,,水路运输,,20094026,东海船厂码头, ,0,0,0,,QZA
21131750100 ,M1EC011891,1.506,2.006,1.106,1441,250,300,770,781,759,UZ7, ,,Y,1,MC,GI-内板,2.0/2.5,,16,250,27.83,999,3,AT3441D1,1.5,1425,1,0,D208,0,0,Y,20211031,15,0,56.47,5,1.1,0.6,1.6,15,8,15,1.1, ,3,CR380LA,n1,610,上汽大众汽车有限公司,轿车结构件及其它内板,MI45LACQC02,,BE0,0,999,0, , , ,,D00A000BR00000000,MA50, , ,,Z02,,,9,21158145,2.0211E+13,15,1863,1,0,0,,,,,1636,,14ADDAHBIR9A9B9C9D,IR,5,,0,VW50065,9A,6,0,,,,,,,,MDIM13JR03H,,1,40,40,,,1425,,,水路运输,,20094026,东海船厂码头, ,0,0,0,,QZA
21131672800 ,M1EC011902,2.22,2.72,1.72,1416,250,300,770,781,759,UZ7, ,,Y,1,MC,GI-内板,2,,16,250,27.69,999,3,AT3481D1,2.2,1400,1,0,D208,0,0,Y,20211031,15,0,133.486,5,1.1,0.6,1.6,15,8,15,1.4, ,3,CR300LA,n1,610,上汽大众汽车有限公司,轿车结构件及其它内板,MI38LACQC02,,BE0,0,999,0, , , ,,D00A000BR00000000,MA50, , ,,Z04,,,9,21156951,2.0211E+13,15,1873,1,0,0,,,,,1127,,14ADDAHBIR9A9B9C9D,IR,5,,0,VW50065,9A,6,0,,,,,,,,MDIM11JR04H,,1,40,40,,,1400,,,水路运输,,20094026,东海船厂码头, ,0,0,0,,QZA
21131336000 ,M1EC011902,2.22,2.72,1.72,1416,250,300,770,781,759,UZ7, ,,Y,1,MC,GI-内板,2,,16,250,26.06,999,3,AT3481D1,2.2,1400,1,0,D208,0,0,Y,20211031,15,0,133.486,5,1.1,0.6,1.6,15,8,15,1.4, ,3,CR300LA,n1,610,上汽大众汽车有限公司,轿车结构件及其它内板,MI38LACQC02,,BE0,0,999,0, , , ,,D00A000BR00000000,MA50, , ,,Z05,,,9,21156958,2.0211E+13,15,1821,1,0,0,,,,,1056,,14ADDAHBIR9A9B9C9D,IR,5,,0,VW50065,9A,6,0,,,,,,,,MDIM11JR04H,,1,40,40,,,1400,,,水路运输,,20094026,东海船厂码头, ,0,0,0,,QZA
21131114500 ,M1EC011292,1.495,1.895,1.095,1256,250,300,790,801,779,UZ9, ,,Y,8,MC,GI-内板,2.5/3.0,,16,250,17.95,999,3,DU6220A1,1.5,1240,1,0,D208,0,0,Y,20211025,-1,0,51.53,5,1.15,0.7,1.6,16,10,16,0.6, ,3,CR330Y590T-DP,n1,610,宁波泰鸿冲压件有限公司,轿车结构件及其它内板,MI60DPDQC01,,BE0,0,999,0, , , ,,D00A000BR00000000,MA50,3, ,,Z05,,,9,21155496,2.0211E+13,16,1632,1,0,0,,,,,1221,,14ADDAHBIR9A9B9C9D,IR,5,,0,VDA 239,9A,6,0,,,,,,,,MDIG32AR02H,,1,50,50,,,1240,,,水路运输,,31500014,宁波永港物流有限公司码头, ,0,0,0,,QZA
21131337200 ,M1EC011902,2.22,2.72,1.72,1416,250,300,770,781,759,UZ7, ,,Y,1,MC,GI-内板,2,,16,250,27.93,999,3,AT3481D1,2.2,1400,1,0,D208,0,0,Y,20211031,15,0,133.486,5,1.1,0.6,1.6,15,8,15,1.4, ,3,CR300LA,n1,610,上汽大众汽车有限公司,轿车结构件及其它内板,MI38LACQC02,,BE0,0,999,0, , , ,,D00A000BR00000000,MA50, , ,,Z04,,,9,21156951,2.0211E+13,15,1879,1,0,0,,,,,1134,,14ADDAHBIR9A9B9C9D,IR,5,,0,VW50065,9A,6,0,,,,,,,,MDIM11JR04H,,1,40,40,,,1400,,,水路运输,,20094026,东海船厂码头, ,0,0,0,,QZA
21301117320 ,M1EC011902,2.22,2.72,1.72,1416,250,300,770,781,759,UZ7, ,,Y,1,MC,GI-内板,2,,16,250,23.64,999,3,AT3481D1,2.2,1400,1,0,D208,0,0,Y,20211031,15,0,23.592,5,1.1,0.6,1.6,15,8,15,1.4, ,3,CR300LA,n1,610,上汽大众汽车有限公司,轿车结构件及其它内板,MI38LACQC02,,EE0,0,999,0, , , ,,D00A000DR00000000,MA50, , ,,Z05,,,9,21156951,2.0211E+13,15,1749,1,0,0,,,,,953,,14ADDAHDIR9A9B9C9D,IR,5,,0,VW50065,9A,6,0,,,,,,,,MDIM11JR04H,,1,40,40,,,1400,,,水路运输,,20094026,东海船厂码头, ,0,0,0,,QZA
21131557700 ,M1F0001275,1.467,1.867,1.067,1254,250,300,800,821,779,U80, ,,N,8,M0,GI-内板,1.7/2.0/2.5/3.0,,4,4,19.28,999,3,AP0540D1,1.455,1250,0,0,D208,0,0,Y,20210930,-16,0,19.241,5,1,0.1,2,11,7,11,1.6, ,5,DC51D+Z,1n,610,青岛海尔零部件采购有限公司,普通白色家电内板加工,MI27CMDQC07,,BE0,0,999,0, , , ,,D00A000BR00000000,MJ00, , ,,Z05,,,9,21158243,2.0211E+13,11,1686,1,0,0,,,,,1343,,14ADDAHBIR9A9B9C9D,IR,5,,0,BXYM2017-034,9A,6,0,,,,,,,,MDY7Y1J034,,1,40,40,,,1250,,,水路运输,,51140004,番禺南沙货运码头, ,0,0,0,,QSA
21301031500 ,M1F0001283,1.5,2,1.1,1254,250,300,820,841,799,U82, ,,N,8,M0,GI-内板,1.7/2.0/2.5/3.0,,4,4,21.16,999,3,DT0145D1,1.5,1250,0,0,D208,0,0,Y,20210930,-16,0,31.95,5,1,0.1,2,11,7,11,0.7, ,1,DC53D+Z,1n,610,青岛海尔零部件采购有限公司,白色家电外板加工_表面要求,MI27IFEQC00,,EE0,A,999,0, , , ,,D00A000DR000000V0,MK05, , ,,Z02,,,9,21157932,2.0211E+13,0,1763,1,0,0,,,,,1440,,14ADDAHDIRPV9A9B9C9D,IR,5,,0,Q/BQB 420,PV,6,0,,,,,,,,MDAA12JR01,,1,40,40,,,1250,,,水路运输,,51140004,番禺南沙货运码头, ,0,0,0,,QSA
21301057600 ,M1F0001283,1.5,2,1.1,1254,250,300,820,841,799,U82, ,,N,8,M0,GI-内板,1.7/2.0/2.5/3.0,,4,4,21.92,999,3,DT0144D1,1.5,1250,0,0,D208,0,0,Y,20210930,-16,0,31.95,5,1,0.1,2,11,7,11,0.7, ,1,DC53D+Z,1n,610,青岛海尔零部件采购有限公司,白色家电外板加工_表面要求,MI27IFEQC00,,EE0,A,999,0, , , ,,D00A000DR000000V0,MK05, , ,,Z02,,,9,21158026,2.0211E+13,0,1790,1,0,0,,,,,1490,,14ADDAHDIRPV9A9B9C9D,IR,5,,0,Q/BQB 420,PV,6,0,,,,,,,,MDAA12JR01,,1,40,40,,,1250,,,水路运输,,51140004,番禺南沙货运码头, ,0,0,0,,QSA
21131868200 ,M1F0001328,1.461,1.861,1.061,1254,250,300,800,821,779,U80, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,4,4,27.14,999,3,AP0540D1,1.455,1250,0,0,D208,0,0,Y,20211031,15,0,101.63,5,1,0.1,2,11,7,11,1.6, ,1,DC51D+Z,1n,610,青岛海尔零部件采购有限公司,普通白色家电内板加工,MI27CMDQC07,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00, , ,,Z03,,,9,21158836,2.0211E+13,11,1970,1,0,0,,,,,1894,,14ADDAHBIR9A9B9C9D,IR,5,,0,BXYM2017-034,9A,6,0,,,,,,,,MDY7Y2B034,,1,60,60,,,1250,,,水路运输,,51140004,番禺南沙货运码头, ,0,0,0,,QSA
21131557800 ,M1F0001328,1.461,1.861,1.061,1254,250,300,800,821,779,U80, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,4,4,25.98,999,3,AP0540D1,1.455,1250,0,0,D208,0,0,Y,20211031,15,0,101.63,5,1,0.1,2,11,7,11,1.6, ,1,DC51D+Z,1n,610,青岛海尔零部件采购有限公司,普通白色家电内板加工,MI27CMDQC07,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00, , ,,Z05,,,9,21158243,2.0211E+13,11,1930,1,0,0,,,,,1812,,14ADDAHBIR9A9B9C9D,IR,5,,0,BXYM2017-034,9A,6,0,,,,,,,,MDY7Y2B034,,1,60,60,,,1250,,,水路运输,,51140004,番禺南沙货运码头, ,0,0,0,,QSA
21131673500 ,M1F0001347,1.166,1.466,0.866,1254,250,300,800,821,779,U80, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,4,4,20.36,999,3,AP0540D1,1.164,1250,0,0,D208,0,0,Y,20211031,15,0,145,5,1,0.1,2,11,7,11,1.6, ,1,DC51D+Z,1n,610,青岛海尔零部件采购有限公司,普通白色家电内板加工,MI27CMDQC07,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00, , ,,Z02,,,9,21158559,2.0211E+13,11,1733,1,0,0,,,,,1778,,14ADDAHBIR9A9B9C9D,IR,5,,0,BXYM2017-034,9A,6,0,,,,,,,,MDY7Y2B034,,1,60,60,,,1250,,,水路运输,,51140004,番禺南沙货运码头, ,0,0,0,,QSA
21131756600 ,M1F0001347,1.166,1.466,0.866,1254,250,300,800,821,779,U80, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,4,4,25.7,999,3,AP0540D1,1.164,1250,0,0,D208,0,0,Y,20211031,15,0,145,5,1,0.1,2,11,7,11,1.6, ,1,DC51D+Z,1n,610,青岛海尔零部件采购有限公司,普通白色家电内板加工,MI27CMDQC07,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00, , ,,Z04,,,9,21158558,2.0211E+13,11,1922,1,0,0,,,,,2245,,14ADDAHBIR9A9B9C9D,IR,5,,0,BXYM2017-034,9A,6,0,,,,,,,,MDY7Y2B034,,1,60,60,,,1250,,,水路运输,,51140004,番禺南沙货运码头, ,0,0,0,,QSA
21131898600 ,M1F0001319,0.481,0.681,0.331,1551,200,250,810,831,789,U81, ,,N,1,M0,GI-内板,1.7/2.0/2.5/3.0,,4,4,26.02,999,3,DP0161D1,0.485,1547,0,0,D208,0,0,Y,20211031,15,0,66.115,5,1,0.1,2,18,8,18,1.4, ,1,DC51D+Z,x6,610,青岛海尔零部件采购有限公司,圆弧角洗衣机箱体加工_滑移线,MI27CMDQC04,,BE0,A,999,0, , , ,,D00A000BR000000V0,MK5A, , ,,Z04,,,9,21158832,2.0211E+13,0,1758,1,0,0,,,,,4424,,14ADDAHBIRPV9A9B9C9D,IR,5,,0,BXYM2017-033,PV,6,0,,,,,,,,MDY7Y1J033,,1,40,40,,,1547,,,水路运输,,51140004,番禺南沙货运码头, ,0,0,0,,QSA
21131918300 ,M1F0001328,1.461,1.861,1.061,1254,250,300,800,821,779,U80, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,4,4,27.3,999,3,AP0540D1,1.455,1250,0,0,D208,0,0,Y,20211031,15,0,101.63,5,1,0.1,2,11,7,11,1.6, ,1,DC51D+Z,1n,610,青岛海尔零部件采购有限公司,普通白色家电内板加工,MI27CMDQC07,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00, , ,,Z02,,,9,21158836,2.0211E+13,11,1973,1,0,0,,,,,1901,,14ADDAHBIR9A9B9C9D,IR,5,,0,BXYM2017-034,9A,6,0,,,,,,,,MDY7Y2B034,,1,60,60,,,1250,,,水路运输,,51140004,番禺南沙货运码头, ,0,0,0,,QSA
21131756700 ,M1F0001347,1.166,1.466,0.866,1254,250,300,800,821,779,U80, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,4,4,25.71,999,3,AP0540D1,1.164,1250,0,0,D208,0,0,Y,20211031,15,0,145,5,1,0.1,2,11,7,11,1.6, ,1,DC51D+Z,1n,610,青岛海尔零部件采购有限公司,普通白色家电内板加工,MI27CMDQC07,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00, , ,,Z02,,,9,21158558,2.0211E+13,11,1921,1,0,0,,,,,2245,,14ADDAHBIR9A9B9C9D,IR,5,,0,BXYM2017-034,9A,6,0,,,,,,,,MDY7Y2B034,,1,60,60,,,1250,,,水路运输,,51140004,番禺南沙货运码头, ,0,0,0,,QSA
21131756800 ,M1F0001347,1.166,1.466,0.866,1254,250,300,800,821,779,U80, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,4,4,19.99,999,3,AP0540D1,1.164,1250,0,0,D208,0,0,Y,20211031,15,0,145,5,1,0.1,2,11,7,11,1.6, ,1,DC51D+Z,1n,610,青岛海尔零部件采购有限公司,普通白色家电内板加工,MI27CMDQC07,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00, , ,,Z02,,,9,21158559,2.0211E+13,11,1717,1,0,0,,,,,1745,,14ADDAHBIR9A9B9C9D,IR,5,,0,BXYM2017-034,9A,6,0,,,,,,,,MDY7Y2B034,,1,60,60,,,1250,,,水路运输,,51140004,番禺南沙货运码头, ,0,0,0,,QSA
21131918200 ,M1F0001353,1.461,1.861,1.061,1254,250,300,800,821,779,U80, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,4,4,25.66,999,3,AP0540D1,1.455,1250,0,0,D208,0,0,Y,20211031,15,0,155,5,1,0.1,2,11,7,11,1.6, ,1,DC51D+Z,1n,610,青岛海尔零部件采购有限公司,普通白色家电内板加工,MI27CMDQC07,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00, , ,,Z02,,,9,21158559,2.0211E+13,11,1917,1,0,0,,,,,1793,,14ADDAHBIR9A9B9C9D,IR,5,,0,BXYM2017-034,9A,6,0,,,,,,,,MDY7Y2B034,,1,60,60,,,1250,,,水路运输,,51140004,番禺南沙货运码头, ,0,0,0,,QSA
21131757100 ,M1F0001348,1.166,1.466,0.866,1254,250,300,800,821,779,U80, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,4,4,25.81,999,3,AP0540D1,1.164,1250,0,0,D208,0,0,Y,20211031,15,0,200,5,1,0.1,2,11,7,11,1.6, ,1,DC51D+Z,1n,610,青岛海尔零部件采购有限公司,普通白色家电内板加工,MI27CMDQC07,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00, , ,,Z02,,,9,21158559,2.0211E+13,11,1922,1,0,0,,,,,2253,,14ADDAHBIR9A9B9C9D,IR,5,,0,BXYM2017-034,9A,6,0,,,,,,,,MDY7Y2B034,,1,60,60,,,1250,,,水路运输,,51140004,番禺南沙货运码头, ,0,0,0,,QSA
